OrderID,OrderDate,CustomerID,Product,Category,Quantity,UnitPrice,DiscountPercent,Revenue,Region,PaymentMethod,OrderStatus
ORD00048,2026-03-10,CUST1879,Headphones,Accessories,1,803,0,803.0,West,Debit Card,Shipped
ORD00049,2026-04-28,CUST1024,Monitor,Electronics,3,486,5,1385.1,South,Net Banking,Cancelled
ORD00050,2026-03-13,CUST1409,Smartphone,Electronics,3,739,20,1773.6,East,Credit Card,Delivered
ORD00051,2026-03-08,CUST1111,Headphones,Accessories,5,563,0,2815.0,West,UPI,Cancelled
ORD00052,2026-04-22,CUST1921,Printer,Office,5,256,15,1088.0,South,UPI,Delivered
ORD00053,2026-04-22,CUST1372,Laptop,Electronics,5,1122,5,5329.5,West,Credit Card,Cancelled
ORD00054,2026-06-09,CUST1519,Monitor,Electronics,1,1494,10,1344.6,East,Wallet,Returned
ORD00055,2026-03-25,CUST1196,Tablet,Electronics,3,1155,5,3291.75,West,Wallet,Returned
ORD00056,2026-06-23,CUST1415,Headphones,Accessories,5,1185,10,5332.5,North,UPI,Cancelled
ORD00057,2026-02-23,CUST1476,Tablet,Electronics,5,1262,10,5679.0,West,Net Banking,Shipped
ORD00058,2026-05-11,CUST1290,Smartwatch,Wearables,2,1369,0,2738.0,East,Credit Card,Shipped
ORD00059,2026-06-22,CUST1025,Mouse,Accessories,2,427,5,811.3,North,Debit Card,Returned
ORD00060,2026-06-06,CUST1199,Smartphone,Electronics,4,868,20,2777.6,West,Net Banking,Returned
ORD00061,2026-03-04,CUST1224,Headphones,Accessories,1,238,15,202.3,South,Wallet,Returned
ORD00062,2026-01-13,CUST1136,Camera,Electronics,2,268,15,455.6,West,Wallet,Cancelled
ORD00063,2026-04-24,CUST1456,Printer,Office,5,893,20,3572.0,South,Wallet,Returned
ORD00064,2026-04-26,CUST1784,Mouse,Accessories,2,1325,10,2385.0,West,Wallet,Shipped
ORD00065,2026-03-12,CUST1240,Smartwatch,Wearables,1,1481,10,1332.9,East,UPI,Cancelled
ORD00066,2026-05-19,CUST1392,Smartphone,Electronics,2,328,5,623.2,South,Wallet,Shipped
ORD00067,2026-01-17,CUST1477,Tablet,Electronics,4,697,20,2230.4,West,Credit Card,Shipped
ORD00068,2026-04-18,CUST1877,Tablet,Electronics,5,1444,0,7220.0,West,Net Banking,Delivered
ORD00069,2026-04-01,CUST1765,Mouse,Accessories,4,878,20,2809.6,South,Net Banking,Shipped
ORD00070,2026-03-11,CUST1344,Tablet,Electronics,4,79,15,268.6,West,Wallet,Shipped
ORD00071,2026-04-30,CUST1928,Headphones,Accessories,5,1113,0,5565.0,West,Cash on Delivery,Delivered
ORD00072,2026-01-22,CUST1051,Tablet,Electronics,2,965,5,1833.5,East,Net Banking,Cancelled
ORD00073,2026-02-24,CUST1284,Smartwatch,Wearables,3,711,15,1813.05,West,UPI,Delivered
ORD00074,2026-05-01,CUST1229,Laptop,Electronics,5,126,10,567.0,North,Wallet,Delivered
ORD00075,2026-01-08,CUST1156,Keyboard,Accessories,2,61,20,97.6,South,Debit Card,Returned
ORD00076,2026-06-21,CUST1716,Smartphone,Electronics,5,466,15,1980.5,East,UPI,Shipped
ORD00077,2026-06-05,CUST1110,Printer,Office,1,355,10,319.5,North,UPI,Returned
ORD00078,2026-04-12,CUST1104,Keyboard,Accessories,1,1232,5,1170.4,East,Wallet,Delivered
ORD00079,2026-05-25,CUST1677,Laptop,Electronics,3,1111,15,2833.05,East,Credit Card,Cancelled
ORD00080,2026-01-04,CUST1983,Tablet,Electronics,4,236,15,802.4,East,Wallet,Returned
ORD00081,2026-02-09,CUST1630,Tablet,Electronics,2,1088,10,1958.4,West,Net Banking,Returned
ORD00082,2026-06-01,CUST1285,Mouse,Accessories,3,522,0,1566.0,West,Debit Card,Returned
ORD00083,2026-05-26,CUST1506,Printer,Office,4,708,0,2832.0,East,Debit Card,Returned
ORD00084,2026-02-24,CUST1901,Monitor,Electronics,3,717,10,1935.9,East,Cash on Delivery,Delivered
ORD00085,2026-05-13,CUST1500,Keyboard,Accessories,1,514,15,436.9,South,Wallet,Returned
ORD00086,2026-06-15,CUST1301,Smartwatch,Wearables,4,55,0,220.0,South,Net Banking,Shipped
ORD00087,2026-03-20,CUST1543,Printer,Office,3,989,20,2373.6,East,Net Banking,Cancelled
ORD00088,2026-04-01,CUST1236,Smartwatch,Wearables,3,647,10,1746.9,North,Wallet,Shipped
ORD00089,2026-03-22,CUST1196,Smartphone,Electronics,5,1433,5,6806.75,South,Wallet,Returned
ORD00090,2026-03-12,CUST1102,Printer,Office,5,1242,10,5589.0,South,UPI,Shipped
ORD00091,2026-04-03,CUST1129,Headphones,Accessories,3,48,20,115.2,East,Credit Card,Delivered
ORD00092,2026-05-22,CUST1105,Mouse,Accessories,2,1326,15,2254.2,North,Cash on Delivery,Cancelled
ORD00093,2026-05-01,CUST1988,Smartwatch,Wearables,4,717,5,2724.6,North,UPI,Returned
ORD00094,2026-01-30,CUST1590,Smartphone,Electronics,4,1027,0,4108.0,North,Debit Card,Shipped
ORD00095,2026-05-25,CUST1571,Mouse,Accessories,1,528,0,528.0,West,Cash on Delivery,Shipped
ORD00096,2026-05-14,CUST1880,Tablet,Electronics,4,926,10,3333.6,West,UPI,Delivered
ORD00097,2026-06-06,CUST1270,Smartphone,Electronics,2,1301,5,2471.9,North,Debit Card,Shipped
ORD00098,2026-02-14,CUST1418,Camera,Electronics,1,340,0,340.0,West,Wallet,Returned
ORD00099,2026-03-16,CUST1719,Laptop,Electronics,2,610,10,1098.0,West,Credit Card,Shipped
ORD00100,2026-03-09,CUST1557,Printer,Office,2,890,0,1780.0,South,Wallet,Shipped
ORD00101,2026-03-10,CUST1811,Headphones,Accessories,1,142,5,134.9,East,Cash on Delivery,Cancelled
ORD00102,2026-04-23,CUST1716,Smartphone,Electronics,4,1430,10,5148.0,West,UPI,Returned
ORD00103,2026-04-23,CUST1752,Smartphone,Electronics,5,101,15,429.25,East,Cash on Delivery,Cancelled
ORD00104,2026-01-07,CUST1601,Smartphone,Electronics,2,1400,20,2240.0,North,Wallet,Cancelled
ORD00105,2026-05-28,CUST1667,Laptop,Electronics,2,983,20,1572.8,West,UPI,Shipped
ORD00106,2026-05-30,CUST1356,Tablet,Electronics,4,206,15,700.4,West,UPI,Cancelled
ORD00107,2026-06-21,CUST1710,Smartphone,Electronics,2,695,15,1181.5,West,UPI,Returned
ORD00108,2026-05-21,CUST1258,Laptop,Electronics,4,200,10,720.0,East,Credit Card,Returned
ORD00109,2026-05-12,CUST1055,Laptop,Electronics,5,966,15,4105.5,South,Cash on Delivery,Cancelled
ORD00110,2026-06-09,CUST1273,Smartwatch,Wearables,4,125,5,475.0,South,UPI,Returned
ORD00111,2026-06-28,CUST1818,Smartwatch,Wearables,1,79,20,63.2,South,Wallet,Shipped
ORD00112,2026-03-21,CUST1095,Camera,Electronics,1,1151,15,978.35,South,Credit Card,Returned
ORD00113,2026-01-31,CUST1521,Headphones,Accessories,4,1487,10,5353.2,East,Net Banking,Returned
ORD00114,2026-05-01,CUST1392,Keyboard,Accessories,4,1148,5,4362.4,South,Cash on Delivery,Shipped
ORD00115,2026-01-18,CUST1273,Mouse,Accessories,4,716,20,2291.2,North,UPI,Cancelled
ORD00116,2026-05-31,CUST1551,Printer,Office,4,324,15,1101.6,West,UPI,Cancelled
ORD00117,2026-05-22,CUST1890,Camera,Electronics,4,952,10,3427.2,South,Wallet,Shipped
ORD00118,2026-05-27,CUST1325,Tablet,Electronics,2,861,0,1722.0,West,Wallet,Returned
ORD00119,2026-04-09,CUST1514,Headphones,Accessories,4,95,5,361.0,East,Credit Card,Returned
ORD00120,2026-01-26,CUST1419,Camera,Electronics,4,51,5,193.8,South,Credit Card,Returned
ORD00121,2026-03-09,CUST1665,Monitor,Electronics,5,1438,15,6111.5,North,UPI,Returned
ORD00122,2026-03-23,CUST1070,Smartwatch,Wearables,5,93,20,372.0,South,Wallet,Cancelled
ORD00123,2026-02-28,CUST1454,Smartphone,Electronics,4,221,0,884.0,South,Wallet,Cancelled
ORD00124,2026-01-08,CUST1367,Laptop,Electronics,3,134,10,361.8,East,Net Banking,Shipped
ORD00125,2026-03-04,CUST1174,Camera,Electronics,4,1179,5,4480.2,South,Credit Card,Returned
ORD00126,2026-06-08,CUST1237,Keyboard,Accessories,4,1214,5,4613.2,West,Wallet,Cancelled
ORD00127,2026-04-28,CUST1693,Mouse,Accessories,1,972,10,874.8,South,Credit Card,Returned
ORD00128,2026-03-30,CUST1706,Printer,Office,3,1328,15,3386.4,East,Net Banking,Cancelled
ORD00129,2026-02-20,CUST1390,Tablet,Electronics,4,238,5,904.4,East,Cash on Delivery,Cancelled
ORD00130,2026-06-29,CUST1281,Mouse,Accessories,1,1368,15,1162.8,North,Cash on Delivery,Delivered
ORD00131,2026-06-05,CUST1821,Smartwatch,Wearables,3,491,20,1178.4,East,Debit Card,Shipped
ORD00132,2026-06-08,CUST1925,Mouse,Accessories,2,1306,0,2612.0,North,UPI,Returned
ORD00133,2026-01-09,CUST1931,Printer,Office,3,289,0,867.0,East,UPI,Returned
ORD00134,2026-02-14,CUST1543,Keyboard,Accessories,2,1124,10,2023.2,East,Debit Card,Cancelled
ORD00135,2026-05-04,CUST1986,Mouse,Accessories,3,255,15,650.25,North,Debit Card,Shipped
ORD00136,2026-06-23,CUST1809,Tablet,Electronics,5,769,0,3845.0,West,Credit Card,Cancelled
ORD00137,2026-05-18,CUST1598,Smartphone,Electronics,4,774,10,2786.4,West,Wallet,Cancelled
ORD00138,2026-01-28,CUST1905,Keyboard,Accessories,4,71,20,227.2,East,Cash on Delivery,Shipped
ORD00139,2026-06-15,CUST1664,Smartphone,Electronics,4,1455,10,5238.0,West,Credit Card,Shipped
ORD00140,2026-01-12,CUST1099,Laptop,Electronics,3,1028,0,3084.0,South,Cash on Delivery,Shipped
ORD00141,2026-04-10,CUST1429,Smartwatch,Wearables,3,1393,20,3343.2,South,Net Banking,Delivered
ORD00142,2026-05-06,CUST1706,Printer,Office,4,592,0,2368.0,East,Debit Card,Returned
ORD00143,2026-04-24,CUST1557,Keyboard,Accessories,3,223,10,602.1,East,Credit Card,Returned
ORD00144,2026-03-12,CUST1678,Keyboard,Accessories,1,951,0,951.0,South,Wallet,Delivered
ORD00145,2026-01-13,CUST1210,Monitor,Electronics,2,277,20,443.2,North,Cash on Delivery,Shipped
ORD00146,2026-05-31,CUST1807,Keyboard,Accessories,2,692,5,1314.8,North,UPI,Shipped
ORD00147,2026-02-03,CUST1676,Camera,Electronics,3,377,0,1131.0,North,Debit Card,Delivered
ORD00148,2026-04-02,CUST1178,Keyboard,Accessories,5,683,0,3415.0,East,Credit Card,Shipped
ORD00149,2026-04-18,CUST1459,Camera,Electronics,1,150,15,127.5,East,Cash on Delivery,Delivered
ORD00150,2026-04-26,CUST1744,Camera,Electronics,2,1279,0,2558.0,East,Net Banking,Delivered
ORD00151,2026-01-16,CUST1502,Smartwatch,Wearables,4,893,0,3572.0,West,Credit Card,Delivered
ORD00152,2026-03-24,CUST1281,Printer,Office,2,154,5,292.6,East,Net Banking,Cancelled
ORD00153,2026-04-27,CUST1812,Camera,Electronics,5,901,0,4505.0,North,Wallet,Shipped
ORD00154,2026-04-21,CUST1847,Smartwatch,Wearables,2,867,10,1560.6,West,Net Banking,Returned
ORD00155,2026-01-25,CUST1383,Monitor,Electronics,4,660,10,2376.0,South,Wallet,Returned
ORD00156,2026-01-18,CUST1098,Smartphone,Electronics,1,210,15,178.5,East,Debit Card,Delivered
ORD00157,2026-05-31,CUST1420,Camera,Electronics,5,695,0,3475.0,East,Wallet,Returned
ORD00158,2026-01-14,CUST1106,Mouse,Accessories,5,659,10,2965.5,South,Debit Card,Returned
ORD00159,2026-02-27,CUST1117,Smartphone,Electronics,3,1159,10,3129.3,East,Cash on Delivery,Shipped
ORD00160,2026-04-20,CUST1026,Camera,Electronics,5,1276,20,5104.0,East,Credit Card,Shipped
ORD00161,2026-03-11,CUST1185,Mouse,Accessories,3,738,0,2214.0,South,Cash on Delivery,Returned
ORD00162,2026-01-18,CUST1220,Headphones,Accessories,1,207,20,165.6,West,Net Banking,Returned
ORD00163,2026-03-29,CUST1795,Headphones,Accessories,3,658,10,1776.6,North,Credit Card,Shipped
ORD00164,2026-02-10,CUST1278,Printer,Office,1,1400,0,1400.0,West,Wallet,Returned
ORD00165,2026-05-05,CUST1220,Printer,Office,4,868,10,3124.8,North,UPI,Returned
ORD00166,2026-01-29,CUST1683,Mouse,Accessories,5,1016,20,4064.0,East,Credit Card,Shipped
ORD00167,2026-04-12,CUST1308,Printer,Office,1,35,5,33.25,South,Debit Card,Cancelled
ORD00168,2026-03-16,CUST1764,Monitor,Electronics,1,35,15,29.75,West,Debit Card,Shipped
ORD00169,2026-04-08,CUST1853,Camera,Electronics,2,1044,20,1670.4,East,Credit Card,Returned
ORD00170,2026-01-11,CUST1882,Tablet,Electronics,1,961,0,961.0,East,Cash on Delivery,Returned
ORD00171,2026-05-27,CUST1414,Tablet,Electronics,4,612,0,2448.0,North,UPI,Shipped
ORD00172,2026-06-08,CUST1864,Smartwatch,Wearables,3,200,15,510.0,North,Debit Card,Returned
ORD00173,2026-05-31,CUST1891,Tablet,Electronics,5,181,15,769.25,East,Wallet,Cancelled
ORD00174,2026-02-26,CUST1648,Monitor,Electronics,2,176,20,281.6,North,Cash on Delivery,Shipped
ORD00175,2026-03-31,CUST1149,Monitor,Electronics,2,503,0,1006.0,East,Debit Card,Shipped
ORD00176,2026-06-04,CUST1475,Headphones,Accessories,1,382,15,324.7,West,Wallet,Cancelled
ORD00177,2026-06-10,CUST1480,Monitor,Electronics,2,920,0,1840.0,West,Wallet,Cancelled
ORD00178,2026-03-12,CUST1075,Printer,Office,1,740,20,592.0,East,Net Banking,Returned
ORD00179,2026-01-10,CUST1660,Laptop,Electronics,3,607,0,1821.0,North,Cash on Delivery,Returned
ORD00180,2026-04-29,CUST1930,Printer,Office,5,104,15,442.0,South,UPI,Returned
ORD00181,2026-05-09,CUST1830,Headphones,Accessories,1,942,0,942.0,East,Wallet,Delivered
ORD00182,2026-05-10,CUST1449,Headphones,Accessories,1,527,15,447.95,South,UPI,Cancelled
ORD00183,2026-03-14,CUST1053,Tablet,Electronics,4,712,20,2278.4,East,Credit Card,Cancelled
ORD00184,2026-01-25,CUST1741,Camera,Electronics,4,601,10,2163.6,South,UPI,Delivered
ORD00185,2026-05-30,CUST1132,Headphones,Accessories,3,655,15,1670.25,North,UPI,Returned
ORD00186,2026-06-14,CUST1095,Monitor,Electronics,2,1392,20,2227.2,West,Cash on Delivery,Cancelled
ORD00187,2026-01-05,CUST1349,Monitor,Electronics,3,389,5,1108.65,West,Debit Card,Shipped
ORD00188,2026-02-05,CUST1519,Headphones,Accessories,1,625,0,625.0,North,Wallet,Cancelled
ORD00189,2026-06-08,CUST1166,Headphones,Accessories,5,791,5,3757.25,South,Wallet,Shipped
ORD00190,2026-04-23,CUST1992,Laptop,Electronics,4,766,5,2910.8,West,Cash on Delivery,Cancelled
ORD00191,2026-04-25,CUST1988,Keyboard,Accessories,5,509,10,2290.5,West,Debit Card,Cancelled
ORD00192,2026-06-23,CUST1796,Printer,Office,4,965,10,3474.0,West,Cash on Delivery,Returned
ORD00193,2026-02-11,CUST1053,Keyboard,Accessories,5,303,10,1363.5,West,UPI,Delivered
ORD00194,2026-05-13,CUST1279,Smartphone,Electronics,3,191,5,544.35,West,Cash on Delivery,Shipped
ORD00195,2026-04-22,CUST1952,Smartphone,Electronics,2,943,10,1697.4,North,Net Banking,Delivered
ORD00196,2026-04-12,CUST1083,Camera,Electronics,3,502,15,1280.1,East,Debit Card,Delivered
ORD00197,2026-03-23,CUST1039,Smartphone,Electronics,3,319,5,909.15,East,Net Banking,Shipped
ORD00198,2026-06-30,CUST1927,Smartwatch,Wearables,4,1280,0,5120.0,North,Credit Card,Cancelled
ORD00199,2026-02-25,CUST1433,Headphones,Accessories,5,1266,20,5064.0,North,UPI,Shipped
ORD00200,2026-03-19,CUST1654,Smartphone,Electronics,1,508,15,431.8,West,Credit Card,Delivered
ORD00201,2026-05-08,CUST1588,Printer,Office,5,53,20,212.0,South,Wallet,Shipped
ORD00202,2026-03-16,CUST1246,Tablet,Electronics,1,1279,10,1151.1,West,Debit Card,Delivered
ORD00203,2026-05-15,CUST1519,Monitor,Electronics,1,1097,20,877.6,North,Net Banking,Returned
ORD00204,2026-01-12,CUST1365,Tablet,Electronics,3,539,0,1617.0,North,UPI,Shipped
ORD00205,2026-06-18,CUST1045,Smartphone,Electronics,5,700,5,3325.0,East,Cash on Delivery,Cancelled
ORD00206,2026-06-14,CUST1646,Headphones,Accessories,4,1444,15,4909.6,South,Debit Card,Delivered
ORD00207,2026-04-28,CUST1810,Laptop,Electronics,3,432,0,1296.0,South,Credit Card,Cancelled
ORD00208,2026-03-21,CUST1259,Camera,Electronics,4,1132,15,3848.8,North,Wallet,Shipped
ORD00209,2026-03-15,CUST1279,Monitor,Electronics,1,1362,10,1225.8,North,UPI,Returned
ORD00210,2026-04-13,CUST1508,Smartwatch,Wearables,4,714,5,2713.2,West,UPI,Cancelled
ORD00211,2026-01-22,CUST1842,Tablet,Electronics,1,901,20,720.8,South,Cash on Delivery,Cancelled
ORD00212,2026-03-24,CUST1313,Smartphone,Electronics,1,691,10,621.9,West,Cash on Delivery,Returned
ORD00213,2026-02-12,CUST1744,Smartwatch,Wearables,3,935,0,2805.0,East,Cash on Delivery,Returned
ORD00214,2026-03-12,CUST1372,Laptop,Electronics,1,1394,15,1184.9,South,Credit Card,Shipped
ORD00215,2026-06-05,CUST1241,Smartwatch,Wearables,1,278,0,278.0,East,UPI,Returned
ORD00216,2026-05-26,CUST1971,Laptop,Electronics,5,334,15,1419.5,East,UPI,Returned
ORD00217,2026-01-20,CUST1407,Printer,Office,2,1104,10,1987.2,East,Wallet,Cancelled
ORD00218,2026-03-05,CUST1530,Smartphone,Electronics,1,401,15,340.85,West,Cash on Delivery,Delivered
ORD00219,2026-03-09,CUST1292,Mouse,Accessories,4,459,20,1468.8,West,Debit Card,Delivered
ORD00220,2026-02-04,CUST1089,Smartphone,Electronics,4,373,15,1268.2,East,Wallet,Cancelled
ORD00221,2026-01-17,CUST1871,Camera,Electronics,5,614,10,2763.0,South,Wallet,Shipped
ORD00222,2026-04-03,CUST1811,Camera,Electronics,2,268,5,509.2,South,Debit Card,Returned
ORD00223,2026-01-07,CUST1478,Monitor,Electronics,5,1192,10,5364.0,South,Cash on Delivery,Delivered
ORD00224,2026-01-17,CUST1538,Mouse,Accessories,4,1488,15,5059.2,West,Net Banking,Delivered
ORD00225,2026-02-02,CUST1696,Monitor,Electronics,1,941,15,799.85,East,Debit Card,Shipped
ORD00226,2026-02-03,CUST1530,Tablet,Electronics,5,133,0,665.0,South,UPI,Shipped
ORD00227,2026-02-11,CUST1916,Monitor,Electronics,2,728,20,1164.8,East,Credit Card,Cancelled
ORD00228,2026-02-20,CUST1629,Camera,Electronics,3,276,10,745.2,North,Cash on Delivery,Shipped
ORD00229,2026-06-01,CUST1737,Printer,Office,2,370,20,592.0,East,Cash on Delivery,Delivered
ORD00230,2026-01-08,CUST1271,Smartphone,Electronics,1,1333,20,1066.4,South,Cash on Delivery,Returned
ORD00231,2026-06-08,CUST1296,Laptop,Electronics,4,1304,20,4172.8,East,Net Banking,Shipped
ORD00232,2026-06-25,CUST1705,Tablet,Electronics,3,948,0,2844.0,North,Debit Card,Returned
ORD00233,2026-04-17,CUST1621,Smartwatch,Wearables,4,437,10,1573.2,South,UPI,Cancelled
ORD00234,2026-03-30,CUST1575,Tablet,Electronics,2,778,20,1244.8,North,UPI,Shipped
ORD00235,2026-04-30,CUST1144,Smartphone,Electronics,3,940,5,2679.0,North,Credit Card,Cancelled
ORD00236,2026-04-09,CUST1833,Printer,Office,4,528,5,2006.4,East,Cash on Delivery,Cancelled
ORD00237,2026-02-18,CUST1510,Headphones,Accessories,4,1074,15,3651.6,East,Net Banking,Delivered
ORD00238,2026-01-24,CUST1220,Tablet,Electronics,5,956,5,4541.0,East,Credit Card,Delivered
ORD00239,2026-03-14,CUST1292,Smartwatch,Wearables,5,1359,15,5775.75,North,Credit Card,Returned
ORD00240,2026-02-04,CUST1046,Mouse,Accessories,3,845,10,2281.5,West,Credit Card,Shipped
ORD00241,2026-04-03,CUST1516,Camera,Electronics,3,170,15,433.5,West,Cash on Delivery,Cancelled
ORD00242,2026-06-09,CUST1403,Printer,Office,1,283,0,283.0,East,UPI,Cancelled
ORD00243,2026-02-06,CUST1512,Keyboard,Accessories,5,1062,15,4513.5,North,Credit Card,Delivered
ORD00244,2026-02-05,CUST1152,Monitor,Electronics,4,1083,15,3682.2,South,UPI,Cancelled
ORD00245,2026-02-11,CUST1344,Tablet,Electronics,5,632,20,2528.0,West,Wallet,Cancelled
ORD00246,2026-05-02,CUST1426,Laptop,Electronics,3,698,0,2094.0,East,Wallet,Delivered
ORD00247,2026-06-02,CUST1591,Smartwatch,Wearables,3,1362,20,3268.8,South,Wallet,Delivered
ORD00248,2026-05-30,CUST1793,Smartwatch,Wearables,2,1093,20,1748.8,West,Debit Card,Shipped
ORD00249,2026-01-09,CUST1451,Printer,Office,1,410,0,410.0,East,Net Banking,Shipped
ORD00250,2026-04-16,CUST1942,Keyboard,Accessories,4,1047,20,3350.4,West,Wallet,Delivered
ORD00251,2026-06-30,CUST1332,Headphones,Accessories,5,444,20,1776.0,West,Cash on Delivery,Returned
ORD00252,2026-03-22,CUST1559,Headphones,Accessories,4,1111,10,3999.6,East,Wallet,Cancelled
ORD00253,2026-06-06,CUST1571,Smartwatch,Wearables,2,524,10,943.2,East,Debit Card,Cancelled
ORD00254,2026-03-15,CUST1357,Keyboard,Accessories,4,669,15,2274.6,East,UPI,Delivered
ORD00255,2026-05-27,CUST1977,Camera,Electronics,4,828,10,2980.8,South,UPI,Delivered
ORD00256,2026-03-15,CUST1765,Smartphone,Electronics,3,925,10,2497.5,West,Debit Card,Shipped
ORD00257,2026-05-18,CUST1140,Mouse,Accessories,5,1445,10,6502.5,North,Cash on Delivery,Shipped
ORD00258,2026-03-04,CUST1053,Laptop,Electronics,5,482,5,2289.5,North,Net Banking,Cancelled
ORD00259,2026-05-01,CUST1951,Smartphone,Electronics,2,30,20,48.0,South,Net Banking,Returned
ORD00260,2026-05-03,CUST1661,Keyboard,Accessories,3,677,10,1827.9,North,Credit Card,Shipped
ORD00261,2026-05-17,CUST1956,Laptop,Electronics,2,875,5,1662.5,North,Net Banking,Returned
ORD00262,2026-02-17,CUST1581,Mouse,Accessories,1,38,10,34.2,North,UPI,Cancelled
